,Text
214,'Jaya ji ye kaam bhi aap ka nahi hai. jai a film industry wahi aap ka sthaan hai. ye aap ko shobha nahi deta https://t.co/GJnlgqZLym'
215,'@Suli4_Real @asifbhandari Underdogs. Kaun log ho aap. We are champions.'
216,'@TheKhaleesee TL pe nahi… unke fans ya aashiqs aap jaise
217,'@its_Shizzah \n\nShiza ji abhi dekha to pata chala churail ji aik baar phir chali gayi hain 
218,'@Le_Illiberal Mere to kaam nahin aaya aap try karke dekho shayad aa jaye 😂😂'
219,'@NOTaCELEB__ Aap aaoge toh pta lagega'
220,'@BazAjaUmer mujhe pata hai aap to larko ko b flirt k mamlay me nai chortay😂🙏'
221,'E daí gringo que tu tá vindo pra aap kakkakaka'
222,'@bumtwirl No aap godmother'
223,'@Qadirbuxkalmati Are Naako Yaro a Hushter Anga Asta🌹 Mn pesara Preshan botago bahria Hushter Beguwah kutaga..😉......Allah Tala se Dua hai Sada Khush Abad Raho Election Me Aap ko dil se Suport kiya jaiga.🌹'
224,'@rishabh34178291 Bhai is hisab se to aap crorepati honge ... Prediction de rhe ... Har din ka predict krke crore kya sabse Ameer trader aap hi ho mtlb firto'
225,Riyaz aap please Instagram me reply dedo 3years hogye you big fan https://t.co/6wm1qQhJ9K 2½year se send Kr rahi hu 3years hone ko hai mere pahle wali I'd kharab hogyi 😭😭😭ab to aap active rahte ho please 🥺 please ek reply dedena Instagram me https://t.co/ERSDc1czUH
226,'@kharoospagal \n\nKia AAP ne phir account deactivate kar diya churail ji'
227,'@HumanityNature1 @indiasdeshbhakt @BBCHindi Kardo
228,'@Sharabh_Vishnu_ @RahulGandhi Rahul chacha ye video dekhna hi nai chate
229,'Modi Voter VS AAP Voter ! https://t.co/ZfDkA3wthn'
230,'@Vikash07896 @iamFirki @TimeTravelerTT Bhai peace to yaha hai ye aap galat bol rahe ho yaha is room me apko din me clock ki tic tic sunai degi'
231,'@redant45 Yep
232,'@iamserious01 @_ritikaaaadi_ Kyun dar gayo aap 😂😂🤣🤣 fir bhi dum nahi hai tumhari nalli idol ki dp lagane ki .'
233,'@Muhamma313919 Aap 5 prayers partey?'
234,'@stfu_ifra Aap mar chuki hain aapki Roh mere saamne khari hai💀'
235,'@LikedGenes pls report this channel\npls aap tweet krdo zyada logo tak pahuchega aur woh report kr denge\nhttps://t.co/grTekX13Rd'
236,'@ndtv Insaniyat ki koi Kadar Nahin Hai Masoom ki jaan ja rahi hai per Hamen to apne aap bada sabit karna hai'
237,'Nu komt de aap uit de mouw
238,'@zella_hikmatul Aap itu🤣🤣'
239,'@myogiadityanath Mananiy mukhymantri dhongi baba aap bulldozer Mein baith ke jane ka waqt aa gaya hai bulldozer kuchh naya lekar Ada ji Agar purana ho gaya to bich Mein kharab ho jaenge FIR'
240,27 ko HLPJ khatam.... Or 28 ko Shan e Mairaj Transmission!\nKaam kaam or bas Kaaam..\nBhott sari Duaayen apkay liye @WaseemBadami ❤️\nAllah Taa'laa apko achi sehat de aap bhot achay se sab transmission karpaen Ameeen ✨.
241,'@LJP4India @iChiragPaswan Phir aapne pura pressure usko win karne me lagaya diya
242,'#Time4Khilafah\n\nYa Rasool Allah hum aap par qurban https://t.co/r91BznCSjQ'
243,'WB meray fanpage k 8.5K followers complete hogaye Alhumduliallah!!!\n@WaseemBadami \nAap Congratulations hi kehdain mujhayy🥺 https://t.co/q6hAAZ6d9b'
244,'@atifthepoet Sir Mera bhot hi masumana sawaal he apse k jis Nawaz sharif ko aap inqilabi smjhte he usse aap ye sawaal karenge k esa q hua or aapne in dhayi crore bacho k liye ab tak kia iqdamat kiye agr ye bhi foj hi ki zimmedari thi to civilians ka kia kaam tha? Corruption Karna?'
245,'@gauravcsawant @Arzookazmi30 Be safe. Gaurav bhaiya. &amp; Rajesh. Powar bhaiyyaa.apna khyal. Rakheiin..aapkii. Bhiii chintaa hai hume #RussiaUkraineWar #Ukraine @aajtak aap war strategy kam dikhaee army ki.'
246,'@riyasha38697802 Me aap si melna chahta hu..'
247,'@PMOIndia @narendramodi Moddii jii aap ki juban bahut aachha hey magar kaam ghatia hey'
248,'@Arun2981 @AamAadmiParty @RSSorg please help him defend 👍'
249,'@riyasha38697802 Aap ka nbr do na...me bhi Ahmedabad si hu.. baby 😍'
250,'@NaeemGhani9 @RashidNasrulah @MaryamNSharif Ameen
251,'@hamailsays bara Aapi aunty hun chotu aap ho bete \U0001f972💔'
252,'@GirlWidWingss @nikhil2011k Aap mujhe ignore kar rhi ho kya ?'
253,'@BazAjaUmer koi haal nai aap ka umer esliye koi larki serious nai hoti aap k saat🤧😂'
254,'@kkundrra @itsmetejasswi  aap loog Naye pics nahi doge toh dhekho kya lit edit banaya humare #TejRanFam ne\n\nRULA DETI HAI X TEJRAN #TejRan https://t.co/ZirznHkQar'
255,'@walaitee bas dua karein aap'
256,'@DocJeffD The AMA is no more than a lobbying group just like the AAP
257,'@xdilibaadatx @anushayyxx Bola tou sae nashe mein ho aap :)\n\nRULA DETI HAI X TEJRAN'
258,"'Theek Hai Main Manti Hun Zindagi Mein Bhot Si Jagha Compromise Karna Achi Baat Hai Magar Is Had Tak Bhi Nahi Ke Log Bhool Jayen Ke ""Aap Bhi Aik Insan Hain*...🙂🖤'"
259,'@anushayyxx @xdilibaadatx KYA BAAT HAI I LOVE IT
260,'@imFremin @PMOIndia @narendramodi Vah bhai vah gajab Ki bezzati kar Diya aap 😂😂'
261,'@LJP4India @iChiragPaswan Chirag ji maine aapko cm candidate ke time se dekh rahi hu jab aapne bahut hard work kiya tha
262,'aap logon ne sona nai hai?'
263,'@mishalmalikk Phir theek hai. Warna main samjha aap serious hi hogae'
264,'@Vikky45563344 @PMOIndia @narendramodi Aap qualified nehi ho. Hote toh naukri mil jati. Waise aatmnirbhar bano... PAKODE bechne ka plan banao... gaon me ho toh darni ki koi baat nehi... 10march ke baad GOBAR bechke ameer ho jaoge!'
265,'@thehimanshuvish @Arunstockguru 25 % yearly matlab 2.25 % monthly hua
266,'READ: Centre move on BBMB unites political rivals Cong
267,'@ExpressNewsPK Aap karo na un ki madamd kiss liya neta ho mehlo ma.'
268,'@BazAjaUmer aap ke or aap k crush ke😭'
269,'@SushantBSinha Aap chutiye ho modi ka roj chussa karo'
270,'@BazAjaUmer jao mara mujhe laga aap dono ke sulah hogai lakin i was wrong😭'
271,'@riyasha38697802 So hot 😍🔥 baby...and me aap si melna chahta hu..??'
272,'@HeyGuday Aap kiya smjh rahi😂'
273,'@daalrotii Aap se kam pyari hun \U0001f972🌈'
274,'@Yo_bishhhh Nhi aap ziyada ho'
275,'@anushayyxx @xdilibaadatx Yeh neend ke nashe mein baat kr rhi hai
276,'@kamaalrkhan Aa gaye na sir aap bhi propaganda ke dhokhe main https://t.co/anGDNqGUJh'
277,'@TheyCallMeKafir @dheet_hun_bhae nai aap mun band rakhna wali bhai hushh shh hush'
278,'@riyasha38697802 Me aap si melna chahta hu..'
279,'To ab aap #uttarpradesh ki janta ko gunday bulaenge kyunki vo @yadavakhilesh ko bula rahe hain???\n\n#UPElection2022 #AkhileshYadav #SamajwadiParty https://t.co/wYdYhpChxm'
280,'@xdilibaadatx Aap neend mei ho kyaa\n\nRULA DETI HAI X TEJRAN'
281,'Sare ne AAP ko vote dala ! https://t.co/nJLYTTRlbg'
282,'@_SHEETAL_PATEL Didi aapne personally check kiya hai chaay wale ko means sab tarique se to phir jasoda kaki ko kyun chod k bhaaga tha ye gaandu aur haan 1990 main 2 laakh ko nikala tha par aisi gaand chaati kisi ne nahin ki thi jaise aap uski lulli lick kar rahi ho'
283,'@JAfridi10 Hunre youth mein khaas kar Pakhtono mein Volleyball ka bohat craz or talent hai.. Agar aap jaise log koshish karein to easily hum Olympics mein gold medal ka sakte..'
284,'@zeeaap60 @vb_sonja Het kwam er beroerder uit dan ik bedoelde excuses  Ik geloof niet in de aap/oerknal theorie had ik beter meteen kunnen zeggen'
285,'@AnkitaS52044660 @PMOIndia @narendramodi Aap deshdrohi students ho. Desh ka paisa duniya ke chote chote deshon me jake kharch karte ho. Aapko koi nehi nikalega!'
286,'@andrewLaedis @hal_tejas Bhai 3 saal peeche chal ke dekhen aap ko pata chale ga na AbhiNandan ki jaan pe baat aayi thi to usne aap ki media ko galat aur Pak Foj aur Chaye ki tareef ki thi.. \U0001f972 ye to phr bhi students hain jab aap ki officers ki ye halat thi to baki inka kia kaha ja sakta?'
287,'@clanforgamers Yeh question main bhi aap se puch sakta hoon sir😂😂'
288,'@Mughal_zaadii aap b karo late rply'
289,'@X_sanamre2 @Aleeya__21 @dell_diamond06 @7U1I1 @dr_sadiakhan7 @Dr_Sarakhan7 @DrFizakhan8 @dr_sairakhan @Dr_Anam_ @HalimaK911 Madam khuda ka khoof karain yaar aaap 16 ke toh nai lgti aap 10 saal ke laag Rahi hain 🤭🤭🤭🤭😜'
290,'@daksanbri Gappi bhaiyya
291,'@NeetaGrewal4 Aap gunda raj lana chahte hai. Ek niyam yah bhi hona chahiye ki pityek MLA ka 2 sal par report card hona chahiye yadi janta ne unsatisfactory kiya to MLA Sahab ko resign kerna pdega'
292,'@BazAjaUmer kya karay cheez he ase ho aap😂'
293,'Gill sab ye sab aap khud krwa rahe ho tumhari maa ka koi eysy kasy kya kro gy drame band kro begerto https://t.co/UIEP3MwY88'
294,'mey din ko aap ke aangan mey jab utaar aaya \nmujhe zameen ki gardish pe aitebaar aaya
295,'@dintya15 Sirji aap ne mere complaint pe dhyan nahi diya aap se kafi umid hai'
296,'@Allah_Kii_Bandi Jazak Allah ✨\nAap bhii ♥️'
297,'@Raanjhanaaa Arey biased bhul gaye aap\nRULA DETI HAI X TEJRAN'
298,'Nishat ji aap hi koi solution batai phir https://t.co/6ZNaT10msh'
299,'@Pooja88852503 Ji kese ho aap'
300,'@parhlozaynab Aap space enjoy karlou pehle'
301,'@Muskanyadav90 Aaye koi bhi uske me chakkar aap log apne rishtey na kharab kijiyega... Qki sabhi neta 5 saal me ek hi baar aate  hai  baaki din nhi aate aur humare dost har din har sukh-dukh me aate hai.'
302,'Jab dost hi aapka tweet like na kre toh aap... https://t.co/G2SeKdps7j'
303,"@ANI Sir, Abhi ye Doctor nhi bnne hai, shayad aap log kargil aur pulwama mein shaheed hue logo k liye kuch esa krte, its's just showoff, i must say... shame"
304,'@SatyamMachhi @iRashidLatif68 @TheRealPCB @CricketAus Agar aap ke ghar toilet nahin hai tau iska matlab yeh nahin hai ke Twitter pe hugna shuru kr do'
305,'@SKGupta52156093 @ravinc1812 @AamAadmiParty Sir iska Ky proof h'
306,'@Gurdeep_0701 🤣🤣🤣 Aap bi ni soye bhau?'
307,'@GaganSinghAror1 @MEAIndia Last 7 years say koi bahar nahi ja rahe hai 70 years v gaye bacche ... ambitious ko koi rokhte nai aap kye community say v job kam abroad may truck chalate hai tab kyu ???'
308,'Broodje aap?? https://t.co/IJh5bO9UWd'
309,'@RoopsSaxena Allah aap ko salamat aur tandrust rakhey aap bhuzrgo ka saya humpar bana rahey 🤪'
310,'@Wildwanderer611 Aap b tu season ki baraf baari daihk chuky mairy baghair 😊'
311,'@sambitswaraj AAP KE ABBA JI HAI YE
312,'@who_careshhh Long story hai....kabhi aap free rehna taab batayenge'
313,'Mere saath mere paise udaye kisi ne or is ne mujhe ek brr bhe call nhi ke maine khud call kr k boll ke abhe tk aap ne solved kiyo nhi kiya inka koi jwab he nhi or ulta mera he account dlt krdiya Paytm is froud app this app third class app ek number ka'
314,'@RubikaLiyaquat @richaanirudh @iamliyaquat Wo sab theek haai ruh-bika
315,'@FarooquiJameel Wise man sb
316,'@Shabnam7869 Aap ka or hamara milne ka time ho Gaya he'
317,'@aliaa08 gangobai mein Chhota Mota main Hun aapki film dekha tha aap ka Deewana Ho Gaya Ganga bhai best'
318,'@alimehdi_inc @ArvindKejriwal @AamAadmiParty केजरीवाल जी ने किसी भी वर्ग को नहीं छोड़ा मुर्ख बनाने में
319,'@GIRISHMAILAR @apj234 @Sonuraj152 @ShaleenMitra @Arun2981 @vajinkya16 True. We have to set a standard which we are doing. But
320,'@itx_Sherazi Aap b?😂'
321,@vedaanshiiiii If you wanna talk about it or anything I'm here Veda and you should just focus on yourself first baki sab will come apne aap
322,'@Paytm Mere saath mere paise udaye kisi ne or is ne mujhe ek brr bhe call nhi ke maine khud call kr k boll ke abhe tk aap ne solved kiyo nhi kiya inka koi jwab he nhi or ulta mera he account dlt krdiya call me 9773527163'
323,'@iqrarulhassan Aap dunoo ko support karain aur jo jeetay uss team ko dinner karwain
324,'@Paytm Mere saath mere paise udaye kisi ne or is ne mujhe ek brr bhe call nhi ke maine khud call kr k boll ke abhe tk aap ne solved kiyo nhi kiya inka koi jwab he nhi or ulta mera he account dlt krdiya'
325,'Baaji aap naak se bolti hai chup hojain ab blkl achi aawaz nahi apki.'
326,'@JThakerrs aap ek batao Dr shab.. aap ne kabbi BB time pe ht
327,'Dat ga ik het toch even moeten checken!\nAls het zo
328,'@MaryamNSharif Nani jaan aap kay pass awam kay looti hui beshumar $s hai
329,@yousafk18027090 @SaleemKhanSafi Mein nay sirf pehlay teen alfaaz Park kar aap ki tweet ko like kar diya as I knew it's the truth
330,"'storyteller said lady said ""aap so jao mai jake kud jaungi uper chatt se maja ayega""'"
331,'@BachchanJaya  Aap ek keechad me pal ke..  apna zindagi najane kitene casting couch kar ne ke baad ek Mahaan Hasti se shaadi kar liya
332,'@MishakhanK Yes aap b so jao'
333,aap pehle neend puri karein ma'am https://t.co/9MUoDHEWFV
334,'O bhaeeee yeh favs kiu arahay is time 😭😭😭 sotay wotay nahi ho yaar aap log 🤡😭'
335,'@KamiAkmal23 @rashidkhan_19 @imVkohli @babarazam258 Kahin bhi aisey bakchodi pelne ki wajah se he aap dono bhai jaldi jaldi national team se bahair ho gaye ho!!? Mian
336,'@iamFirki It’s 3:00 AM…!! Aap chronology samjhiye…'
337,'@MhN_GG acha g aap na dekhein to kaam
338,'@khushbookadri @spectatorindex Aap inke peche he lagg gaye hain😭😭🤣'
339,'@the_Hashemites1 Aap main msgs ignore kr deti hain 🤣🤣 hamari agay baat hui ye msg waheen reh gaya https://t.co/ZxClAMOwdO'
340,'@sakshijoshii Abhi khaane ka intezaam na hota toh sabse pehle aap jaise tejasvi reporter bolte evacuation ke samay bechare students bhooke pyaase the. Kya GOI inta bhi nahin kar sakti thi'
341,'@AamAadmiParty @ArvindKejriwal जी पहले आत्ममुग्ध
342,'Aap bahar padhne ja rhe ho aur aap ek battleground pr ho to inko apne nation Main faith aur loyalty to dikhani chahiye bc inko critics ka choda bane firna hai aur bol rhe hai government ko Ukraine ka sath dena chahiye bsdk ye diplomacy sikhayenge ab.'
343,'AAP se main request kartaa hoon ki..U.P.
344,'@Cricstats123 @AvengerReturns Mujhe Pata hai aap ek player ke fan hain india ke nahi'
345,'@kiranudaysingh @priyankac19 You are preaching to someone who has perfected the art of compromise for preservation &amp; self interest.\n\nHer party is in the hall of fame in the above mentioned spirit.\n\nChatur ji aap chaturai chalu rakhe.\n\nJai Ho 🙏'
346,'Presale closes in 10 mins\nPublic sale starts in 30 mins\n\n#SolanaNFTs #Solana #AAP'
347,'@MhN_GG yar aap to na hi bolein. jab match dekhne lag jayen tab baat krna'
348,'@HussainSultania @RahulGandhi @Narwal_inc Yah donon Bhai bahan Jahan bhi rahenge na sirf gandgi Kala kuchh bhi nahin karenge sirf jindagi palat Hain mujhe lagta vah bhi donon mein dekha aap bhi ho jindagi failane wale gpd Ko samajh jao main to aane wala time na yah bhi kahane layak nahin roj per Hindu hun theek hai'
349,'aap tou jaanu ho literal OG thankyou for listening to my rr and giving me sometimes smjhdar lekin kbhi kbhi puthi advice 😭😂 love u gardening tool'
350,'@_Your_Honour Aur final jeet k aap ki G*** meo ja rahi hai'
351,'@anandmahindra Sir aap god ho'
352,'@vinodkapri ...arboo kharbo rupaye.. kai gujrati leke nikal liye tab kaha the aap???\nWah kya baat hai.. 1 PM se aise ummid koi rakh sakta hai???\n\nSab apna paisa bachan chahte hai unhe sasta aur best education waha milraha hai to we chale gaye aur ha.. english common language... 👎'
353,'@PropositionJoe0 aap hi bta do bhaiya 🤣🤣🤣'
354,'Looks like pravasi majdoor vote going to split between BJP
355,'@rehaaan_ali Aap gaa den'
356,'Dekhain aap sirf Ghani ko coward kahain. Hum sub ko kyoon uncivilised keh rahain hain? #BuriBaat https://t.co/X5uLZXgSTx'
357,'@gupte_mandar Aap kaun?'
358,'여주\n오프\n비키니\n시흥\n섹시란제리\n패티쉬\n일대일번개\n힐링\n 6L0AAP6F5Y5ZK1E04'
359,'@sharif_hu__bc La hawla wala quwatu\nYh aap kaisi baatein krre ho shii astgafirullah'
360,'@ket_aap @Saeid_kh21 نه؛ حليمو چرا'
361,'@SaysNisa aap yahan drama serial jalan k casting kar rai hen kya'
362,'Larkiyan itni bholi nahi hoti
363,'@drunknsed @kashafrants Yeah sure enjoy 😂 aap ke liye hi kiya hy😂'
364,'Het verhaal van de 13 heroïsch gestorven Oekraiense grenswachters? Het bleek een Oekraiens broodje aap verhaal. Ze zijn in goede handen en gaan naar huis. Gaat #NOS dit verhaal rectificeren?\n- Blik Op Nosjournaal\n\n🦁 @vmGeluid 😹 @vmHumor https://t.co/GSbcAGVVtM'
365,'@AemunSh3rwanee_ @ManUtd Aap ko kaha tha aap match na daikhain'
366,'deze aap is verliefd
367,'@Madhu_Malkin Aap k real session charges kya hai'
368,'@myogioffice Ab lanka to aapki dahegi baba ji aap taiyaar rhe travelling ka sara kharcha hmm de denge'
369,'@Ashneer_Grover sir aap kamaal ho\n#Doglapan \n#SharkTankIndia'
370,'@Ms_Misfit_ Mujhe Agr Twitter pe kisi se ladny mai Sukoon milta hai To vo Aap hai ek wajah to ye hai aur dusri wajah jesi bhi hon shayad acchi hi hon 😏mujhe vo log pasand hai jo apne andr bachpana zinda rkhty hai aur apke tweet padhkr feel ata ki bachpana zinda hai apke andr ye dusri wajah'
371,"'@Melody340000 @crabb_vicki Everything is about ""parents religion"
372,'@KadwaSachBaba @GDBakshi2 Pakistani PM gaye russia
373,'@JannatRiaz20 yar me tu aam sa insaanho.\nHungary ke border pr se apko aage le ayenge jaha aap log at least temporarily sakoon se reh saken \nbaki Pakistan ka Ambassador bhi border pr hai.'
374,'@Fa_tima_shah Shukriya aap pe banta hai sharir ne mjboor kiya cmnt krne k liye'
375,'@umairabbasiy @shaz_Insafiyan Aap nai aate Umair sukoon dot com rakhain'
376,'@AamAadmiParty The given figures are not enough to to make common man happy as the response rate is very poor and pathetic.'
377,'@MaleehaHashmey AAP kya karain gee agar aap ko PM kee seat Eik din k Liya mil jaya…'
378,'@sharif55406642 @SavitaVrma To meri sabhi muslims se request hai ki please aap #Ukraine jaie aur help kijiye'
379,'@lClCBank_Care Bhai
380,'@sarphireee Kiss nay keh dya aap ku yeh. Joo jeet jata tha woo phir common  citizens ku marta
381,'@WeirdlyGripping @amazing_fandom Aap abhi bhi qn ka ans nhin de rahe ho... He has improved his batting in LOIs by leaps and bounds in last 2 years....you are talking on basis of his Pre 2019 performances...which is not fair....'
382,'@Syedfaridmir211 @Sagheer02390668 @SavitaVrma Aur aap ko 72 hoor for sure.'
383,'@SaysNisa aap ne btaya nai k aap ke apne jokes bhe yakh thande hote hen ?'
384,'@burgggeeerrr @3rd @IamSTARGIRLL ! pher sy aap!'
385,'@DerdeJantje Mooi spreekwoord
386,'@TrueIslamCA Aap hammary mulk par or puri dunya par sab say barah azab hen jo  Islam ka libaas orh kar puri dunya may Islam ko barbad karna chahtay ho'
387,'@warsiking @MaizaHameedMNA Sach aap se bardasht nhi hota niazi ne wazir.e.azam ban ne se pehly jo speech ki unko sun ke youthio ko sharam bi nhi us ne jo kaha bs jhot nikla'
388,'@loolaahofficial @Neha9576 Aap sOye nhi'
389,'@SaysNisa tension ko aese ignore karo jese kku aapko karta tha jab bhe aap kuch bolne lgti theen 😁'
390,'@HusnainJ253 Walekum salam.. kindly guide me aap kaise madad karenge?'
